Job Offer Title,Domain Knowledge,Countries,Area of Expertise,Company,Subjects,Researcher Profile,Hours/Week
Data Scientist , Business Intelligence , Greece,Random Forests,Cardiff University,Reinforcement Learning,Research Fellow ? Chemistry Lead;"First Stage Researcher (R1) ,39
Data Scientist , Business Intelligence , Switzerland,Dimensionality Reduction,THE UNIVERSITY OF HONG KONG,Quantum Computing (Emerging),Tenure-Track Associate Professor/Assistant Professor in Healthy Cities;"First Stage Researcher (R1) ,45
Data Scientist , Machine Learning , Denmark,Anomaly Detection,Jülich Research Centre (FZJ),DevOps Practices for Data Science,PhD Position on Structure Prediction of RNA Using Machine Learning Methods;"First Stage Researcher (R1) ,44
Data Analyst , Text Mining , Poland,Model Evaluation,NORTHUMBRIA UNIVERSITY,Cybersecurity in Data Analytics,Post Doctoral Research Associate;"Recognised Researcher (R2) ,42
Data Scientist , Quantitative Analysis , Poland,Data Governance,Technical University of Munich (TUM),Communication Skills,Professor in Plant Proteins and Nutrition;"First Stage Researcher (R1) ,50
Data Analyst , Environmental Analytics , Spain,"ETL (Extract, Transform, Load)",Technical University of Munich (TUM),Problem-Solving Skills,Tenure Track Assistant Professor in Plant Genome Engineering;"First Stage Researcher (R1) ,41
Data Analyst , Deep Learning , Switzerland,Hypothesis Testing,Forschungszentrum Jülich,Critical Thinking,PhD Position on Structure Prediction of RNA Using Machine Learning Methods;"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/703034",45
Data Analyst , Data Visualization , Switzerland,Web Scraping,Instituto Gulbenkian de Ciência,Adaptability and Learning Agility,Call for a Technician in our Advanced Imaging Facility;"First Stage Researcher (R1)";"Instituto Gulbenkian de Ciência";"Biological sciences,45
Data Scientist , Sports Analytics , Austria,Cloud Computing,University of East Anglia,Collaboration and Teamwork,Redefining the metabolism of nitrogen cycling microbes using Dual Stable Isotope Probing (...;"First Stage Researcher (R1)";"University of East Anglia";"Agricultural sciences ,33
Data Analyst , Genomic Data Analysis , Sweden,Data Ethics,Karolinska Institutet,Presentation Skills,Postdoctoral Researcher in Mass Spectrometry Based Single Cell Proteomics;"First Stage Researcher (R1)";"Karolinska Institutet";"Chemistry ,44
Data Analyst , Human Resource Analytics , Germany,Causal Inference,Wroclaw University of Economics and Business,Storytelling with Data,Research and teaching assistant (# of pos: 10);"First Stage Researcher (R1)";"Wroclaw University of Economics and Business";"Management sciences";"40";"Poland";"Wroclaw";"mailto:monika.toporowska@ue.wroc.pl";"https://euraxess.ec.europa.eu/jobs/698236",44
Data Analyst , Marketing Analytics , Greece,Ensemble Learning,Wroclaw University of Economics and Business,Attention to Detail,Research and teaching assistant (# of pos: 10);"First Stage Researcher (R1)";"Wroclaw University of Economics and Business";"Economics";"40";"Poland";"Wroclaw";"mailto:monika.toporowska@ue.wroc.pl";"https://euraxess.ec.europa.eu/jobs/698229",40
Data Scientist , Time Series Analysis , Greece,Recommendation Systems,Wroclaw University of Economics and Business,Decision-Making Skills,Research and teaching assistant (# of pos: 10);"First Stage Researcher (R1)";"Wroclaw University of Economics and Business";"Agricultural sciences";"40";"Poland";"Wroclaw";"mailto:monika.toporowska@ue.wroc.pl";"https://euraxess.ec.europa.eu/jobs/698213",45
Data Scientist , Quantitative Analysis , Norway,Geospatial Analysis,Helmholtz Centre for Ocean Research Kiel (GEOMAR),Business Understanding in Data Analysis,W 3-Professorship in Marine Meteorology;"First Stage Researcher (R1) ,37
Data Scientist , Statistical Analysis , Sweden,Survival Analysis,Karolinska Institutet (KI),Healthcare Analytics,Postdoctoral Researcher in Mass Spectrometry Based Single Cell Proteomics;"First Stage Researcher (R1) ,42
Data Analyst , Behavioral Analytics , Portugal,Data Storytelling,Karolinska Institutet (KI),Financial Analysis,Postdoctoral Researcher in Mass Spectrometry Based Single Cell Proteomics;"Recognised Researcher (R2)";"Karolinska Institutet (KI)";"Chemistry,45
Data Analyst , Information Retrieval , Sweden,Feature Selection,Brandenburgische Technische Universität Cottbus,Marketing Analytics,PROFESSORSHIP (W3) Decarbonisation and Transformation of Industry;"First Stage Researcher (R1)";"Brandenburgische Technische Universität Cottbus";"Other";"40";"Germany";"Cottbus";"mailto:fakultaet5????@b-tu.de";"https://euraxess.ec.europa.eu/jobs/696604",38
Data Scientist , Information Retrieval , Switzerland,Data Privacy,Helmholtz Centre for Ocean Research Kiel (GEOMAR),E-commerce Analytics,W 3-Professorship in Marine Meteorology;"First Stage Researcher (R1) ,50
Data Analyst , Time Series Analysis , Italy,Time Complexity Analysis,Eindhoven University of Technology (TU/e),Telecommunications Analytics,Post-Doctoral Researcher Mammalian Synthetic Biology;"First Stage Researcher (R1) ,45
Data Scientist , Sports Analytics , Poland,Blockchain Analytics,BASF SE,Supply Chain Analytics,PostDoc Biodegradability and digitalization (m/f/d);"First Stage Researcher (R1) ,30
Data Analyst , Environmental Analytics , Austria,Bayesian Methods,Max Planck Institute for Intelligent Systems,Energy Sector Analytics,Max Planck Research Group Leaders (f/m/d) (# of pos: 2);"Recognised Researcher (R2) ,31
Data Scientist , Feature Engineering , Greece,SVM (Support Vector Machines),Sweden,Data Governance,"Associate Senior Lecturer (Assistant Professor, tenure track) in Political Science;""Recognised Researcher (R2)"";""University of Gothenburg"";""Political sciences",45
Data Scientist , Social Media Analytics , France,Graph Analytics,NORTHUMBRIA UNIVERSITY,Statistics and Probability,Senior Research Associate in Nutritional Metabolomics;"Recognised Researcher (R2) ,45
Data Scientist , Environmental Analytics , Austria,Pattern Mining,TAIPEI MEDICAL UNIVERSITY (TMU),Machine Learning Algorithms,Postdoctoral Research Fellow in Circadian Neuroscience of Preterm Development;"First Stage Researcher (R1) ,42
Data Analyst , Text Mining , Austria,Ethical AI,BioTalentum,Data Visualization Techniques,DohART-NET Periconceptional Programming of Health Training Network - Early Stage Researcher;"First Stage Researcher (R1)";"BioTalentum";"Biological sciences,37
Data Scientist , Risk Analysis , Sweden,Clustering Algorithms,Rectorate,"Programming Languages (Python, R, SQL)",Tenure Track;"Established Researcher (R3)";"Rectorate";"Biological sciences,39
Data Analyst , Spatial Analysis , Belgium,Econometrics,CNRS,"Big Data Technologies (Hadoop, Spark)",Post-doc Study of biotic competition in phytoplankton via the prism of thylakoid membranes (M / F);"First Stage Researcher (R1)";"CNRS";"Biological sciences,37
Data Analyst , AI Ethics , Austria,K-Nearest Neighbors,CNRS,Data Mining and Cleaning,Postdoc in immersive scientific visualization of membrane proteins and their assemblies. (M/F);"First Stage Researcher (R1)";"CNRS";"Biological sciences ,39
Data Analyst , Feature Engineering , Portugal,Markov Models,Faculty of Life Sciences,Time Series Analysis,University Assistant (post doc);"Recognised Researcher (R2)";"Faculty of Life Sciences";"Biological sciences,45
Data Scientist , Data Visualization , Ireland,Data Fusion,European Molecular Biology Laboratory (EMBL),Natural Language Processing (NLP),ELIXIR Communications Officer;"First Stage Researcher (R1) ,34
Data Analyst , Energy Analytics , Austria,Data Interpretation,Technical University of Denmark (DTU),Predictive Modeling,PhD Scholarship in Synthetic Biology of Natural Products;"First Stage Researcher (R1) ,39
Data Analyst , Information Retrieval , Germany,Network Analysis,Flanders Institute for Biotechnology (VIB),Feature Engineering,PhD/postdoc on the role of astrocytes in cortical plasticity;"First Stage Researcher (R1) ,43
Data Analyst , Forecasting , Portugal,Data Structures,INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION,Deep Learning,One Postdoctoral Contract NanoFull-COSJWST 2021 (PS-2021-081);"Recognised Researcher (R2)";"INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION";"Astronomy ,42
Data Scientist , Forecasting , Italy,Sentiment Analysis,INSERM 1138,Data Warehousing,EDUC8: Call for applications from Early Stage Researchers for 8 Doctoral (PhD) Training Positions...;"First Stage Researcher (R1)";"INSERM 1138";"Biological sciences,42
Data Analyst , Feature Engineering , Norway,Reinforcement Learning,RUÐER BO?KOVIC INSTITUTE,Statistical Modeling,Contest Point 9 - Senior Research Associate;"Recognised Researcher (R2)";"RUÐER BO?KOVIC INSTITUTE";"Environmental science";"40";"Croatia";"Zagreb";"mailto:gaspar@irb.hr";"https://euraxess.ec.europa.eu/jobs/701660",45
Data Analyst , Econometrics , Sweden,Logistic Regression,University of Wroclaw,Exploratory Data Analysis (EDA),Assistant;"Recognised Researcher (R2)";"University of Wroclaw";"Biological sciences";"Tbd";"Poland";"Wroclaw";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/694899",48
Data Scientist , Feature Engineering , Netherlands,Association Rule Mining,Tallinn University of Technology,Web Scraping and Data Collection,Postdoctoral Researcher of Marketing;"Recognised Researcher (R2)";"Tallinn University of Technology";"Economics,47
Data Scientist , AI Ethics , Sweden,Data Validation,KINGS COLLEGE LONDON,Bayesian Methods,Post-doctoral research associate in cancer behavioural science;"Recognised Researcher (R2) ,47
Data Analyst , Machine Learning , Germany,Unsupervised Learning,University of Luxembourg,A/B Testing and Experimentation,Postdoctoral Position: Atomistic Modeling of Terahertz Spectroscopy;"Established Researcher (R3) ,42
Data Analyst , Marketing Analytics , Netherlands,Supervised Learning,Center for Molecular Fingerprinting (CMF) Research Nonprofit LLC,"Cloud Computing Platforms (AWS, Azure, GCP)",Laboratory Associate (# of pos: 2);"First Stage Researcher (R1) ,50
Data Analyst , A/B Testing , Sweden,Data Storytelling,Alfred Wegener Institute - Helmholtz Centre for Polar and Marine Research (AWI),Data Engineering,PostDoc P-LEACH Position 2: "Physiology and metabolomics of bivalves (Biology)" (m/f/d);"First Stage Researcher (R1) ,31
Data Analyst , Quantitative Analysis , Ireland,Python Programming,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung,Geospatial Analysis,PostDoc P-LEACH Position 2: "Physiology and metabolomics of bivalves (Biology)" (m/f/d);"Recognised Researcher (R2) ,38
Data Scientist , Web Analytics , Netherlands,R Programming,Jülich Research Centre (FZJ),"Dashboard Development (Tableau, Power BI)",Software Engineer - High Performance Computing / Large Scale Neural Language Processing / Machine...;"First Stage Researcher (R1) ,32
Data Scientist , Machine Learning , Denmark,SQL,Forschungszentrum Jülich,NoSQL Databases,Software Engineer - High Performance Computing / Large Scale Neural Language Processing / Machine...;"Recognised Researcher (R2) ,45
Data Scientist , Marketing Analytics , Denmark,NoSQL Databases,Delft University of Technology (TUDelft),Version Control (Git),PhD or Postdoc in Bioinformatics: multimodal machine learning for molecular signatures of human...;"First Stage Researcher (R1) ,36
Data Scientist , Marketing Analytics , Italy,Apache Spark,Norway,Feature Selection Techniques,"Researcher at The Faculty of Medicine, Department of Clinical Science;""Established Researcher (R3)"";""University of Bergen"";""Medical sciences",36
Data Analyst , Forecasting , Greece,Tableau,UNIVERSITY OF HELSINKI,Data Ethics and Privacy,Postdoc­toral Re­search­er/University Re­search­er;"First Stage Researcher (R1) ,38
Data Analyst , Feature Engineering , Sweden,Matplotlib,University of Luxembourg,Data Governance,Personal Scientific Officer;"First Stage Researcher (R1) ,47
Data Analyst , Marketing Analytics , Switzerland,Pandas,University of Gothenburg,Robotics Process Automation (RPA),Researcher in time-resolved crystallography of photoactive proteins;"Established Researcher (R3)";"University of Gothenburg";"Chemistry,36
Data Analyst , Human Resource Analytics , Netherlands,NumPy,Human Technopole,Graph Databases,Group Leaders - Functional Genomics;"First Stage Researcher (R1) ,48
Data Analyst , Data Engineering , Sweden,Scikit-learn,"Engineering, Biomedical engineering",Distributed Computing,"Postdoctoral Researcher ? 3D Printing of Microdevices for Acoustic Mediated Neural Stimulation,...;""Established Researcher (R3) ",49
Data Scientist , Natural Language Processing , Switzerland,TensorFlow,Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU),Reinforcement Learning,Eventmanager for Helmholtz AI (f/m/x);"First Stage Researcher (R1) ,38
Data Analyst , Social Media Analytics , Belgium,PyTorch,Flanders Institute for Biotechnology (VIB),Quantum Computing (Emerging),Postdoctoral Position ? Exploring the stress response pathways linked to neurodegeneration;"First Stage Researcher (R1) ,39
Data Scientist , Text Mining , Portugal,Jupyter Notebooks,"INRAE, UMR1419 Nutrition Metabolisme Aquaculture",DevOps Practices for Data Science,Post-doctoral position (three years) NuMeA Lab Regulation of feeding behaviour in rainbow trout;"Established Researcher (R3) ,47
Data Analyst , Healthcare Analytics , Ireland,Dask,,Cybersecurity in Data Analytics,University Professor of Molecular Biotechnology;"";"";"";"";"";"";"https://stellenboerse.uni-mainz.de/HPv3.ApplicationForm/ShortApply/Index/21962?st=yxASN63H1EixkxXq7dQyVg&ut=yU8%2BppppTUy37pt/DzR0zQ";"https://euraxess.ec.europa.eu/jobs/696464",40
Data Analyst , Business Intelligence , Finland,Kafka,Sano Centre for Computational Personalized Medicine,Communication Skills,Sano PhD Student - Project title: Generation and analysis of microscopy images compared to other...;"First Stage Researcher (R1)";"Sano Centre for Computational Personalized Medicine";"Computer science";"40";"Poland";"Kraków";"https://sano.elevato.net/en/sano-phd-position-generation-and-analysis-of-microscopy-images-compared-to-other-modalities,37
Data Scientist , Econometrics , France,Hadoop,University of Gdansk,Problem-Solving Skills,adjunct;"First Stage Researcher (R1) ,37
Data Scientist , Marketing Analytics , Finland,Data Lakes,University of Luxembourg,Critical Thinking,Scientific full-stack Python software developer;"First Stage Researcher (R1) ,30
Data Analyst , Statistical Analysis , Spain,Data Science Ethics,University of Agder (UiA),Adaptability and Learning Agility,Post-Doctoral Research Fellow in Marine Genomics;"Recognised Researcher (R2)";"University of Agder (UiA)";"Biological sciences,46
Data Scientist , R&D Analytics , France,Exploratory Data Analysis,Aarhus University (AU),Collaboration and Teamwork,2-yr postdoc on ?Macroecology for tree conservation and restoration;"First Stage Researcher (R1) ,32
Data Scientist , Behavioral Analytics , Portugal,Git Version Control,NTNU Norwegian University of Science and Technology,Presentation Skills,Two Postdoctoral Research Fellowships in Statistical Machine Learning and Signal Processing;"Recognised Researcher (R2)";"NTNU Norwegian University of Science and Technology";"Computer science ,41
Data Scientist , A/B Testing , Spain,Data Munging,KINGS COLLEGE LONDON,Storytelling with Data,Research Associate / Research Fellow in Medical Statistics;"First Stage Researcher (R1) ,41
Data Scientist , Feature Engineering , Netherlands,Feature Extraction,Eindhoven University of Technology (TU/e),Attention to Detail,Post-Doctoral Researcher Mammalian Synthetic Biology;"Recognised Researcher (R2)";"Eindhoven University of Technology (TU/e)";"Medical sciences";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/303424/post-doctoral-researcher-mammalian-synthetic-biology/apply/#apply";"https://euraxess.ec.europa.eu/jobs/671541",30
Data Analyst , Image Processing , Belgium,Deep Reinforcement Learning,Ghent University (UGent),Decision-Making Skills,Understanding RNA-related mechanisms and dysregulation in leukemia;"First Stage Researcher (R1) ,38
Data Analyst , Information Retrieval , France,Machine Learning,Flanders Institute for Biotechnology (VIB),Business Understanding in Data Analysis,12-16 PhD positions for Medical Doctors in the International PhD programme Emerald;"First Stage Researcher (R1) ,47
Data Analyst , Environmental Analytics , Austria,Statistical Analysis,Aarhus University (AU),Healthcare Analytics,Postdoc in Aeromicrobiology;"First Stage Researcher (R1) ,46
Data Scientist , Information Retrieval , Finland,Data Mining,National Centre for Nuclear Research,Financial Analysis,Postdoc positions Advanced Multifunctional Materials Science (# of pos: 10);"Recognised Researcher (R2)";"National Centre for Nuclear Research";"Physics";"40";"Poland";"Otwock";"mailto:magdalena.jedrkiewicz@ncbj.gov.pl";"https://euraxess.ec.europa.eu/jobs/700712",49
Data Scientist , Quantitative Analysis , Denmark,Data Visualization,Rectorate,Marketing Analytics,Tenure Track;"Established Researcher (R3)";"Rectorate";"Economics,35
Data Analyst , Behavioral Analytics , Austria,Big Data Analytics,UNIVERSIDADE DE ÉVORA,E-commerce Analytics,Researcher (reference MED-14);"First Stage Researcher (R1)";"UNIVERSIDADE DE ÉVORA";"Biological sciences,39
Data Scientist , Risk Analysis , Portugal,Predictive Modeling,Aarhus University (AU),Telecommunications Analytics,Aarhus University is hiring Assistant and Associate Professors to contribute to the future of the...;"First Stage Researcher (R1) ,42
Data Scientist , Data Mining , Austria,Natural Language Processing,The Netherlands Cancer Institute,Supply Chain Analytics,Postdoc - Project Leader QC Cellular Therapies;"Recognised Researcher (R2)";"The Netherlands Cancer Institute";"Medical sciences ,40
Data Analyst , AI Ethics , Portugal,Data Warehousing,The University of British Columbia (UBC),Energy Sector Analytics,Assistant Professor of Human Dimensions of Biodiversity Conservation;"Established Researcher (R3) ,42
Data Analyst , Healthcare Analytics , France,Quantitative Analysis,European Molecular Biology Laboratory (EMBL),Data Governance,Full Stack Developer;"First Stage Researcher (R1) ,39
Data Analyst , Data Mining , Belgium,Business Intelligence,"Engineering ,Medical sciences ,Technology",Statistics and Probability,"Postdoctoral Researcher ? 3D Printing of Microdevices for Acoustic Mediated Neural Stimulation,...;""First Stage Researcher (R1) ",48
Data Scientist , Data Mining , Netherlands,Deep Learning,University of Gothenburg,Machine Learning Algorithms,Postdoc in atmospheric chemistry with application in chemical ionisation mass spectrometry;"Established Researcher (R3)";"University of Gothenburg";"Chemistry,34
Data Scientist , Natural Language Processing , Sweden,Data Engineering,Luxembourg Institute of Science and Technology (LIST),Data Visualization Techniques,M-2133- POST-DOCTORAL POSITION IN LASER BASED NEUTRAL GAS FLOW DIAGNOSTICS;"First Stage Researcher (R1) ,50
Data Analyst , Quantitative Analysis , Finland,Time Series Analysis,Technical University of Denmark (DTU),"Programming Languages (Python, R, SQL)",DTU Tenure Track Assistant Professor Analytical Food Chemistry;"First Stage Researcher (R1) ,46
Data Scientist , Social Media Analytics , Poland,Feature Engineering,KTH Royal Institute of Technology,"Big Data Technologies (Hadoop, Spark)",Researcher (Head of Unit) in therapeutic antibody discovery;"Recognised Researcher (R2)";"KTH Royal Institute of Technology";"Biological sciences,42
Data Analyst , Marketing Analytics , Norway,Experimental Design,University of Gothenburg,Data Mining and Cleaning,Doctoral student in Medical Science - Microbiology and antibiotic resistance;"First Stage Researcher (R1)";"University of Gothenburg";"Medical sciences,32
Data Analyst , Human Resource Analytics , Denmark,Data Preprocessing,Leibniz Potsdam Institute for Climate Impact Research (PIK),Time Series Analysis,Post-Doc position for plant diversity and vegetation modelling (m/f/d);"First Stage Researcher (R1) ,41
Data Scientist , Image Processing , Ireland,Data Cleaning,"Biological sciences ,Computer science ,Engineering ,Technology",Natural Language Processing (NLP),"POSTDOCTORAL POSITION ON ?COMBINATORIAL, HIGH-THROUGHPUT ORGANOID SCREENS FOR PERSONALIZED MEDICINE?;""First Stage Researcher (R1) ",39
Data Analyst , Spatial Analysis , Denmark,Pattern Recognition,Medical University of Vienna (MUW),Predictive Modeling,Assistant Professor in Developmental Neurobiology;"First Stage Researcher (R1) ,48
Data Analyst , Statistical Analysis , Portugal,Neural Networks,Helmholtz Centre for Ocean Research Kiel (GEOMAR),Feature Engineering,limited term W 2-Professorship (six years) tenure track in Theoretical Oceanography;"First Stage Researcher (R1) ,41
Data Analyst , Machine Learning , Germany,Information Retrieval,University of Luxembourg,Deep Learning,Personal scientific officer to the LCSB Director;"Recognised Researcher (R2)";"University of Luxembourg";"Biological sciences ,41
Data Analyst , Data Mining , Norway,A/B Testing,Alfred Wegener Institute - Helmholtz Centre for Polar and Marine Research (AWI),Data Warehousing,PostDoc P-LEACH Position 1: "Analysis of micro- and plastics formed by environmental plastics (...;"First Stage Researcher (R1) ,49
Data Analyst , Natural Language Processing , Italy,Text Mining,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung,Statistical Modeling,PostDoc P-LEACH Position 1: "Analysis of micro- and plastics formed by environmental plastics (...;"Recognised Researcher (R2) ,35
Data Scientist , Genomic Data Analysis , Finland,Database Management,ETH Zurich,Exploratory Data Analysis (EDA),Research Assistant - Architect with Coding Skills;"First Stage Researcher (R1)";"ETH Zurich";"Architecture,39
Data Scientist , Human Resource Analytics , Poland,Regression Analysis,Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU),Web Scraping and Data Collection,Technical Assistant (VMTA/BTA/CTA/MTA or equivalent) (f/m/x);"First Stage Researcher (R1) ,47
Data Scientist , A/B Testing , Ireland,Optimization Techniques,Uppsala University (UU),Bayesian Methods,Postdoctoral position in Computational Biochemistry;"First Stage Researcher (R1) ,30
Data Scientist , Quantitative Analysis , Finland,Cluster Analysis,Uppsala University (UU),A/B Testing and Experimentation,Senior Researcher in Computational Biochemistry;"First Stage Researcher (R1) ,30
Data Analyst , Financial Analytics , Germany,Data Architecture,Uppsala universitet,"Cloud Computing Platforms (AWS, Azure, GCP)",Postdoctoral position in Computational Biochemistry;"First Stage Researcher (R1)";"Uppsala universitet";"Biological sciences ,30
Data Analyst , Predictive Analytics , Greece,Decision Trees,Sweden,Data Engineering,"T/A, Researcher;""First Stage Researcher (R1)"";""Uppsala universitet"";""Biological sciences ",36
Data Scientist , Image Processing , Norway,Random Forests,UNIVERSITY OF MELBOURNE,Geospatial Analysis,The CAIDE Ninian Stephens Law Program - Research Fellow in New Legal Thinking of Emerging Technology;"First Stage Researcher (R1) ,50
Data Analyst , Customer Analytics , Denmark,Dimensionality Reduction,"Engineering ,Physics ,Technology","Dashboard Development (Tableau, Power BI)","Postdoctoral Researchers in Ultrasensitive Bolometers and Superconducting Qubits, Experimental;""First Stage Researcher (R1) ",40
Data Scientist , Healthcare Analytics , Spain,Anomaly Detection,Dublin City University,NoSQL Databases,Postdoctoral Researcher;"First Stage Researcher (R1)";"Dublin City University";"Other";"37";"Ireland";"Dublin";"https://www.dcu.ie/hr/vacancies/current.shtml";"https://euraxess.ec.europa.eu/jobs/694231",49
Data Analyst , Data Visualization , Poland,Model Evaluation,Flanders Institute for Biotechnology (VIB),Version Control (Git),Postdoctoral Researcher in Immuno-Oncology;"First Stage Researcher (R1) ,36
Data Analyst , Fraud Detection , Sweden,Data Governance,Trinity College Dublin (TCD),Feature Selection Techniques,Research Fellow in CRANN/School of Chemistry;"First Stage Researcher (R1) ,34
Data Scientist , R&D Analytics , Finland,"ETL (Extract, Transform, Load)",Germany,Data Ethics and Privacy,"Two postdoctoral fellowships in ERC project Living with Radiation HRP-IAEA (24 months each, full-... (# of pos: 2);""Established Researcher (R3)"";""Friedrich-Alexander-Universität Erlangen-Nürnberg"";""History",32
Data Scientist , A/B Testing , Ireland,Hypothesis Testing,"Biological sciences ,Chemistry ,Medical sciences ,Philosophy",Data Governance,"PhD fellowship positions in ?Plant ageing? (PA) within the doctoral programme ""Ageing, Regeneration...;""First Stage Researcher (R1) ",37
Data Analyst , Big Data , Netherlands,Web Scraping,KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY,Robotics Process Automation (RPA),Assistant/Associate/Full Professor in Cybersecurity and Dependability - 2021/22;"First Stage Researcher (R1) ,35
Data Scientist , Text Mining , Portugal,Cloud Computing,The University of British Columbia (UBC),Graph Databases,Postdoctoral Research Fellowship in Pharmacogenomics and Clinical Pharmacology with a Focus on...;"Recognised Researcher (R2)";"The University of British Columbia (UBC)";"Medical sciences,49
Data Analyst , Spatial Analysis , United Kingdom,Data Ethics,Centre For Genomic Regulation,Distributed Computing,PhD Studentship: Using massively parallel mutagenesis to understand protein biophysics and human...;"First Stage Researcher (R1)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/phd-studentship-using-massively-parallel-mutagenesis-understand-protein";"https://euraxess.ec.europa.eu/jobs/702778",50
Data Scientist , Machine Learning , Norway,Causal Inference,Max Planck Institute of Molecular Cell Biology and Genetics (MPI-CBG),Reinforcement Learning,Postdoctoral Position in Fluid Robotics & Biophysics;"First Stage Researcher (R1) ,38
Data Scientist , Deep Learning , Italy,Ensemble Learning,Rectorate,Quantum Computing (Emerging),Tenure Track;"Established Researcher (R3)";"Rectorate";"Biological sciences,39
Data Analyst , AI Ethics , Poland,Recommendation Systems,CNRS,DevOps Practices for Data Science,Post-doc "Study of the energy landscape of G Protein-Coupled Receptors" (M/F);"First Stage Researcher (R1)";"CNRS";"Biological sciences,32
Data Scientist , A/B Testing , Belgium,Geospatial Analysis,CNRS,Cybersecurity in Data Analytics,Post-doc in the domain of the regulation of the mitochondrial function/dysfunction by focused...;"First Stage Researcher (R1)";"CNRS";"Chemistry,35
Data Scientist , Social Media Analytics , Norway,Survival Analysis,British Heart Foundation (BHF),Communication Skills,Research Advisor (Impact Evaluation and Communication);"First Stage Researcher (R1) ,34
Data Scientist , Environmental Analytics , Netherlands,Data Storytelling,INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION,Problem-Solving Skills,One postdoctoral contract ESPLA 2021 (PS-2021-086);"Recognised Researcher (R2)";"INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION";"Astronomy ,42
Data Scientist , Public Policy Analytics , Greece,Feature Selection,Eindhoven University of Technology (TU/e),Critical Thinking,2 year full-time postdoc position in impact-aware robot manipulation;"Recognised Researcher (R2)";"Eindhoven University of Technology (TU/e)";"Technology";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/305534/2-year-full-time-postdoc-position-in-impact-aware-robot-manipulation/apply/#apply";"https://euraxess.ec.europa.eu/jobs/699137",49
Data Analyst , Environmental Analytics , Italy,Data Privacy,Italy,Adaptability and Learning Agility,"Postdoc Position on Single-Molecule Tracking, Imaging and Spectroscopy;""First Stage Researcher (R1)"";""Istituto Italiano di Tecnologia"";""Engineering",45
Data Scientist , Text Mining , Greece,Time Complexity Analysis,CNRS,Collaboration and Teamwork,Post-doc "Control of translation initiation in bacteria: a transcriptomic study" (M/F);"First Stage Researcher (R1)";"CNRS";"Biological sciences,33
Data Scientist , Energy Analytics , Italy,Blockchain Analytics,Wroclaw University of Science and Technology,Presentation Skills,Post-doc (up to 5 years after PhD defend);"Recognised Researcher (R2)";"Wroclaw University of Science and Technology";"Engineering,33
Data Analyst , Human Resource Analytics , Switzerland,Bayesian Methods,FH Münster,Storytelling with Data,Computer Scientist as a Teaching Assistant (f/m/d) for Basics of Computer Science at the Department...;"First Stage Researcher (R1)";"FH Münster";"Computer science";"39 hr 50 min";"Germany";"Steinfurt";"https://karriere.fh-muenster.de/jobposting/c6ba90ac18bab6e48235861d08a2e5a6733e4e18";"https://euraxess.ec.europa.eu/jobs/699177",33
Data Analyst , Customer Analytics , Switzerland,SVM (Support Vector Machines),Radboud University,Attention to Detail,Associate Professor of Strategic Human Resource Management;"Established Researcher (R3) ,50
Data Analyst , Fraud Detection , Norway,Graph Analytics,CNRS,Decision-Making Skills,Structural biology of RNA-protein complexes (M/F);"First Stage Researcher (R1)";"CNRS";"Biological sciences,37
Data Scientist , Supply Chain Analytics , Greece,Pattern Mining,University of Wroclaw,Business Understanding in Data Analysis,Assistant Professor;"Recognised Researcher (R2)";"University of Wroclaw";"Sociology";"Tbd";"Poland";"Wroclaw";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/699217",40
Data Analyst , Healthcare Analytics , Finland,Ethical AI,University of Wroclaw,Healthcare Analytics,Assistant Professor;"Recognised Researcher (R2)";"University of Wroclaw";"Biological sciences";"Tbd";"Poland";"Wroclaw";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/697959",40
Data Scientist , Social Media Analytics , Belgium,Clustering Algorithms,University of Wroclaw,Financial Analysis,Assistant Professor;"Recognised Researcher (R2)";"University of Wroclaw";"Communication sciences";"Tbd";"Poland";"50-137 Wroclaw";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/697143",50
